Frase,Groundtruth,Predicción
 Il me dit d’être le secrétaire adjoint un peu en colère parce qu’il doit attendre aujourd’hui ou ce qui se passe.,0,0
 The necessary decision.,0,0
 We have very positive experiences such as Navarra Suma or PP plus C's in the Basque Country.,1,0
" Y 3 hemos puesto en marcha un plan anti ocupación que, dotado con un millón y medio de euros, que ya está empezando a actuar, que ya está dando como frutos el desalojo de muchas naves, donde además se producen harta ocupación en muchos barrios.",0,1
" Que mire, hay millones de familias que viven del turismo.",0,0
" In the following days, one billion euros to the Ministry of Health, precisely to complement the purchase of epis outside Spain as a result of the non-industry inside, fortunately we have it.",1,1
" Si la réforme du travail, qui a facilité l’emploi et donc la plus faible pour les travailleurs, elle reste ou n’a pas à être décidée uniquement et exclusivement par le peuple espagnol par l’intermédiaire de ses représentants élus dans cette Assemblée.",1,1
 Is.,0,0
 Plusieurs pays européens et non membres de l’UE disent à leurs dirigeants que les gouvernements nous imposent parce qu’ils n’ont pas les informations pour évaluer le risque.,1,1
 I will not speak in terms of old new politics as the new parties that have also fallen into some of the uses did.,0,0
 Que regular la publicidad sobre juegos y apuestas?,0,0
 More than one and a half million self-employed workers who have been able to charge a cessation of business benefit.,1,1
 Que.,0,0
 Mais personne.,0,0
 Mais pour que nous puissions voir que des anniversaires importants se sont également produits entre 14h et 20h.,1,1
" Nous ne voulons pas les Espagnols inégaux, nous ne voulons pas les Espagnols inégaux où ils sont nés et je pense que la plupart des Espagnols le comprennent et n’osent que le proposer Vox.",0,0
 Cuántos le.,0,0
" Il n’y a rien à voir avec Kobi, qui a proposé le comité et qui a, par exemple, un pays comme la Pologne qui n’a pas été pratiquement attaqué par la maladie, parce que c’est à lui de parler.",1,1
 He llegado corriendo y he llegado tarde.,0,0
 Ce sont des lois irréversibles,1,1
" Y creo que la ciudadanía está escandalizada precisamente porque el que ha sido jefe de Estado durante más de cuarenta años, pues espera que se respete y cuide las instituciones de este país.",0,1
 Buenos días Mohler.,0,0
" Es precisamente un vino con el que por ejemplo, Barack Obama brindó el Día de la Hispanidad durante todo su mandato.",1,1
 I do not understand why we would not reach an agreement with Citizens on increasing the technological component in our economy in investing in science in investing in education.,0,0
" We need a strategic definition of our relationship with China that looks long-term at the Chinese' view of Europe, not only the next, not just the next summit, not just the next term of the prime minister or the president, but 50 and 100 years, as the Chinese define their relations with the world, with us.",0,0
 Nous devrons donc voir où il est ou où nous devons aller à ces niveaux de protection qu’il y aura là- bas.,0,0
" J’espère que non, mais tout indique certainement que le virus est toujours et toujours très présent.",0,0
 La legislación ordinaria dice lo que dice la Ley de Salud Pública del año 2011 o la Ley de Cohesión y Calidad establece que es la máxima autoridad sanitaria y que puede tomar medidas todas aquellas que vayan en defensa de la salud pública de los ciudadanos y luego las modificaciones en una ley orgánica como es la Ley de Medidas Especiales.,1,1
 La primera parada a la que sería la primera supuesta parada de ese viaje sería Abu Dabi la capital de Emiratos.,1,1
 I'm going to give you exactly the fall in tourism in the city of Madrid at 99 per cent.,1,1
" Eh bien, Juan Carlos Campo, ministre de la Justice, merci de nous avoir accompagnés ce matin, aujourd’hui, pour voyager avec plaisir.",0,0
 Y en aquellos casos en que por razón médica no se llega a llevar quien quiere ir más allá habrá que ver la especificidad de las disposiciones que adopten y no las he visto en mi equipo con publicarlas estubieran y naturalmente si se hace obligatorio el uso de mascarilla en otros supuestos.,0,1
" Carlos Iturgaiz sabe mucho de esto porque hasta 15 años en el Parlamento Europeo a Loyola de Palacio le pidieron dimitir, a Miguel Arias Cañete no le apoyaron a Luis de Guindos no le apoyaron.",1,1
" Il y a 8 anciens ministres du Royaume d’Espagne et six secrétaires d’État, cinq anciens présidents de la Communauté autonome et 20 maires et 5 présidents de Diputación, mais aussi des professionnels indépendants et aussi des jeunes ou des jeunes considérés qui ont déjà l’âge de Suárez González ou d’Aznar lorsqu’ils sont venus diriger la responsabilité de leurs partis d’accéder au gouvernement.",1,1
" And this year we have already had 60 deceased bikers, who are many, to have been almost two months, two months without driving.",1,1
" Answer The first of the questions you ask me to indicate that we are in the Operation Summer campaign, checking and ensuring road safety.",0,0
 Commande unique.,0,0
" Eso lo dice el Fondo Monetario Internacional y eso, de alguna manera lo integran los mercados financieros que rebotan como consecuencia de este acuerdo.",1,1
" Our projection for the second quarter was a more intense contraction, about 3 4 times more intense than we had for example, or the one we had projected for the first quarter.",1,1
" Le truc, c’est que nous exigeons que vous soyez cohérent.",0,0
" As Navarro, the CEO of Traffic, said, it is a special year, a special summer.",0,0
" In fact, Europe has not expressed itself in this regard.",1,1
 Nous avons deux mille 800 maires dans toute l’Espagne que j’apprends chaque jour.,1,1
" Il y a quelques semaines, le gouvernement a présenté le projet de ce décret royal qui réglementera le programme de bourses d’études pour l’année prochaine et que les critères académiques pour recevoir l’aide sont réduits, mais le nombre de bénéficiaires est augmenté de 22 pour cent.",1,1
" Comme vous le savez, j’étais la porte-parole.",0,0
" Nor has he talked about the fees charged for the purchase by his relatives, for the purchase of Podemos headquarters.",1,1
 6 pour cent.,1,1
 Regardez 10000 ce qui est dix mille métiers par jour.,1,1
 Nous avons déjà dû confiner 800 personnes à Adeje à Tenerife et il y a eu un contrôle judiciaire qui a autorisé cette mesure.,1,1
" Pero quería saber la cifra más baja del 2005, con el 2013 con 76 millones.",1,1
", que ce qui est clair, c’est que nous allons travailler avec ce que l’Europe est à venir, parce qu’il est également nécessaire de mettre dans ces revenus qui peuvent provenir de l’aide européenne.",0,0
" Compte tenu de l’idée, je comprends qu’il est difficile d’ouvrir la frontière avec les États-Unis, un pays qui est très important pour l’Europe.",0,0
 It's a different assumption outside the ERTE.,0,0
" Parmi les professionnels de la santé et ainsi de suite, la Generalitat de Catalunya est plus de 36000.",1,1
" How do you think the Government is reacting not only this week but in the precedents, for example from a month to this part having as we already have more than 1100 outbreaks and yesterday 7000 new positives?",0,0
" Du point de vue de la stabilisation de la région, l’Espagne a longtemps été le premier contributeur aux missions de l’Union européenne et aussi le premier de la mission de formation du Mali.",1,1
 Vous avez dénoncé qu’il s’agissait d’un rendez-vous conçu entre autres pour favoriser les prisonniers de l’indépendance,1,1
" El paro antes del PIB era menos del 10 por ciento, Navarra el veinti nueve por ciento más o menos del PIB.",1,1
 His Majesty King Philip The Sixth disassociated himself from king emeritus and renounced his inheritance.,1,1
" In which the courts have an independence the Executive Branch, in which Spain is a consolidated democracy and a democracy of freedoms and equal rights and opportunities, that is Spain today, thanks to those who articulated in the Transition and those who worked together.",1,1
" And obviously, within that great recovery plan we will have to touch on aspects which the European Union is already telling us do not work well in the Spanish economy.",0,0
" La economía europea, fundamentalmente las economías del norte, son economías con un fuerte componente exportador",1,1
